hub,destination,miles,seats/flight,flights/week
ORD,TUL,585.0,67.0,19.0
ORD,BDL,781.0,140.0,20.0
ORD,FWA,155.0,50.0,18.0
ORD,YUL,746.0,75.0,19.0
ORD,ICT,587.0,58.0,20.0
ORD,LIT,553.0,59.0,18.0
ORD,MDT,592.0,97.0,18.0
ORD,ROC,527.0,116.0,19.0
ORD,MSY,839.0,102.0,20.0
ORD,SYR,605.0,84.0,18.0
ORD,ALB,721.0,138.0,19.0
ORD,XNA,522.0,86.0,19.0
ORD,FAR,556.0,60.0,17.0
ORD,SBN,83.0,50.0,32.0
ORD,ANC,2842.0,172.0,14.0
ORD,IAD,587.0,165.0,34.0
ORD,JAX,865.0,91.0,21.0
ORD,GSO,589.0,80.0,14.0
ORD,BHM,585.0,50.0,18.0
ORD,CHS,761.0,112.0,18.0
ORD,GSP,577.0,74.0,16.0
ORD,SAT,1044.0,129.0,14.0
ORD,SMF,1778.0,158.0,20.0
ORD,AVP,630.0,50.0,14.0
ORD,FNT,222.0,50.0,12.0
ORD,PVD,847.0,72.0,14.0
ORD,AVL,536.0,69.0,18.0
ORD,SAV,774.0,103.0,20.0
ORD,MBS,221.0,50.0,19.0
ORD,ORF,715.0,150.0,14.0
ORD,SCE,527.0,50.0,20.0
ORD,CAE,667.0,75.0,14.0
ORD,CAK,342.0,50.0,17.0
ORD,CHA,501.0,57.0,20.0
ORD,CHO,565.0,75.0,14.0
ORD,CRW,415.0,50.0,18.0
ORD,DLH,397.0,51.0,20.0
ORD,HSV,511.0,50.0,13.0
ORD,LNK,465.0,64.0,20.0
ORD,PWM,898.0,122.0,14.0
ORD,MYR,753.0,123.0,8.0
ORD,MCW,287.0,50.0,6.0
ORD,PBI,,179.0,
ORD,ROA,530.0,69.0,14.0
ORD,TUS,,126.0,
ORD,YVR,1761.0,163.0,14.0
ORD,YYC,1383.0,123.0,13.0
ORD,YOW,653.0,68.0,14.0
ORD,YQB,879.0,76.0,7.0
ORD,ABE,653.0,50.0,12.0
ORD,ABQ,1117.0,136.0,7.0
ORD,ASE,1011.0,70.0,14.0
ORD,BOI,1435.0,104.0,14.0
ORD,BTV,761.0,129.0,14.0
ORD,CMX,359.0,50.0,13.0
ORD,COS,909.0,70.0,14.0
ORD,ELP,1236.0,75.0,7.0
ORD,JAC,1160.0,121.0,13.0
ORD,PNS,796.0,125.0,8.0
ORD,SJC,1827.0,148.0,11.0
ORD,BZN,1183.0,164.0,12.0
ORD,DEC,156.0,50.0,11.0
ORD,FAT,1728.0,137.0,7.0
ORD,SRQ,1052.0,148.0,8.0
ORD,ECP,812.0,86.0,7.0
ORD,HDN,,,
ORD,JST,486.0,50.0,7.0
ORD,MSO,1330.0,132.0,7.0
ORD,MTJ,1079.0,76.0,7.0
ORD,PSP,,166.0,
ORD,RAP,778.0,133.0,7.0
ORD,RNO,1669.0,132.0,7.0
ORD,SLN,558.0,50.0,4.0
ORD,SUX,435.0,50.0,6.0
ORD,YWG,707.0,75.0,7.0
ORD,HYS,,50.0,1.0
ORD,BGR,976.0,75.0,7.0
ORD,FAI,2781.0,159.0,7.0
ORD,FCA,1349.0,122.0,7.0
ORD,GEG,1495.0,76.0,7.0
ORD,HNL,4242.0,318.0,7.0
ORD,EYW,,,
ORD,FOD,323.0,50.0,5.0
ORD,EGE,1006.0,124.0,1.0
ORD,ACK,922.0,74.0,2.0
ORD,ILM,760.0,68.0,2.0
ORD,SUN,1339.0,70.0,2.0
ORD,HHH,782.0,74.0,1.0
ORD,KOA,,,
ORD,OGG,4183.0,243.0,1.0
ORD,GTF,1208.0,76.0,1.0
ORD,HRL,,,
